挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
2022-06-18,商品房,2013-12-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
2023-03-06,商品房,2017-04-01,普通住宅,满五年,非共有,"
                                有抵押 310万元 农行
                              ",已上传房本照片
2022-02-14,商品房,2016-03-11,普通住宅,满五年,非共有,"
                                有抵押 150万元 建设银行 金融公司垫资
                              ",已上传房本照片
2022-10-13,商品房,2011-06-01,普通住宅,满五年,非共有,"
                                有抵押 10万元 农业银行 业主自还
                              ",已上传房本照片
2021-08-22,商品房,2018-11-15,普通住宅,暂无数据,非共有,"
                                有抵押 220万元 中信银行 金融公司垫资
                              ",已上传房本照片
2023-03-07,商品房,2013-09-22,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
2020-12-25,商品房,2013-02-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
2023-03-02,商品房,2018-01-31,普通住宅,满五年,非共有,"
                                有抵押 340万元 客户偿还
                              ",已上传房本照片
2023-03-28,商品房,2013-07-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
2023-03-28,商品房,2013-07-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
2023-03-07,商品房,2013-09-22,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
2021-08-22,商品房,2018-11-15,普通住宅,暂无数据,非共有,"
                                有抵押 220万元 中信银行 金融公司垫资
                              ",已上传房本照片
2021-11-30,商品房,2017-12-22,公寓,满五年,非共有,"
                                有抵押 30万元 招商银行 客户偿还
                              ",已上传房本照片
2021-09-05,商品房,2018-02-01,商业办公类,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
2021-12-03,商品房,2016-03-09,普通住宅,满五年,非共有,"
                                有抵押 50万元 交通银行股份有限公司深圳分行 业主自还
                              ",已上传房本照片
2022-12-16,商品房,2018-05-22,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片
2021-10-21,商品房,2018-11-05,普通住宅,暂无数据,非共有,"
                                有抵押 65万元 银行 金融公司垫资
                              ",已上传房本照片
